"UserId,Name,Videos,Fans,Views,Account"
"https://www.tiktok.com/@jannatmirza,J M ????,""1,212"",13.6M,2.15B,""Pakistan,2018-03-18"""
"https://www.tiktok.com/@kanwal.135,Kanwalay????,""2,039"",11.6M,962.74M,""Pakistan,2018-09-22"""
"https://www.tiktok.com/@ch.zulqarnain25,Zulqarnain Sikandar,""2,573"",11.4M,2.15B,""Pakistan,2018-07-20"""
"https://www.tiktok.com/@alishbahanjum,Lishay,""2,238"",11.2M,751.86M,""Pakistan,2016-06-25"""
"https://www.tiktok.com/@hoormahaveera,Hoor Mahaveera,""1,240"",10.6M,183.86M,""Pakistan,2017-03-06"""
"https://www.tiktok.com/@usmanasim66,Malik Usman,""2,522"",10.1M,1.21B,""Pakistan,2018-07-10"""
"https://www.tiktok.com/@nadeemmubarakofficial,NADEEM MUBARAK,""1,969"",8.5M,310.98M,""Pakistan,2019-07-19"""
"https://www.tiktok.com/@phoolllu,Phoollu ki vines,""3,059"",8.2M,1.54B,""Pakistan,2018-09-01"""
"https://www.tiktok.com/@areeka__haq,Areeka,""1,046"",8.1M,1.45B,""Pakistan,2018-06-18"""
"https://www.tiktok.com/@mehakmalikofficial578,Mehak Malik official,""1,604"",7.8M,1.94B,""Pakistan,2019-01-18"""
"https://www.tiktok.com/@sehar_hayyat,Sehar Hayyat,""1,076"",7.3M,2.15B,""Pakistan,2018-03-14"""
"https://www.tiktok.com/@aalleey,Ali Fayyaz,""1,599"",6.5M,813.33M,""Pakistan,2018-10-01"""
"https://www.tiktok.com/@harrisali_01,Harris Ali,""2,530"",5.9M,801.57M,""Pakistan,2018-07-06"""
"https://www.tiktok.com/@shahbaz_sher,Shaib jan,""1,198"",5.8M,589.59M,""Pakistan,2019-01-14"""
"https://www.tiktok.com/@supari2222,Zafar supari,""3,487"",5.4M,393.47M,""Pakistan,2018-09-20"""
"https://www.tiktok.com/@asadrayofficial,ASAD RAY,""2,314"",5.4M,583M,""Pakistan,2018-11-10"""
"https://www.tiktok.com/@mujtabalakhani123,mujtaba Lakhani,""3,138"",5.3M,631.6M,""Pakistan,2018-03-17"""
"https://www.tiktok.com/@anmol_noor1,Anmolnoor,""2,674"",5.2M,778.34M,""Pakistan,2018-07-09"""
"https://www.tiktok.com/@hussaintareen,Hussain Tareen,""2,382"",5.2M,332.37M,""Pakistan,2018-05-04"""
"https://www.tiktok.com/@rabeecak,Rabeecakashif,705,5.1M,96.64M,""Pakistan,2018-08-31"""
"https://www.tiktok.com/@asadaliofficiall,Asad ali |????????,""1,865"",5.1M,383.3M,""Pakistan,2019-05-12"""
"https://www.tiktok.com/@romaisa.khan._,Romaisa Khan,""1,041"",5M,349.08M,""Pakistan,2016-10-18"""
"https://www.tiktok.com/@zeeshanrokhari6970,Zeeshan Rokhri,""1,030"",4.7M,89.5M,""Pakistan,2019-07-14"""
"https://www.tiktok.com/@aimanzamanofficia82,aiman zaman,""1,079"",4.7M,760.39M,""Pakistan,2019-11-19"""
"https://www.tiktok.com/@aliriaz84,Ali Riaz ♠️ ????,994,4.4M,182.25M,""Pakistan,2019-11-25"""
"https://www.tiktok.com/@kashees.official,Kashee’s official,""1,760"",4.2M,816.35M,""Pakistan,2018-11-07"""
"https://www.tiktok.com/@arooba_khann,Arooba,400,4.1M,155.34M,""Pakistan,2018-10-02"""
"https://www.tiktok.com/@atiyakiyani1234,Atiya kayani,""3,372"",4.1M,546.57M,""Pakistan,2019-05-05"""
"https://www.tiktok.com/@umereee,Umer,""1,483"",4M,337.72M,""Pakistan,2018-07-14"""
"https://www.tiktok.com/@adeelmurtaza,AD,966,3.9M,414.1M,""Pakistan,2018-02-14"""
"https://www.tiktok.com/@amnasabir2,A M N A  S A B I R ✅,""1,177"",3.7M,170.97M,""Pakistan,2018-08-07"""
"https://www.tiktok.com/@sunmbalkhangee,Sunmbal Khan Gee,""2,549"",3.7M,544.18M,""Pakistan,2018-02-21"""
"https://www.tiktok.com/@sabziwaly,????Sabzi????wala????,""2,642"",3.6M,807.04M,""Pakistan,2019-04-16"""
"https://www.tiktok.com/@paridoll16,paridoll16,""1,942"",3.6M,744.73M,""Pakistan,2018-03-30"""
"https://www.tiktok.com/@mehmood_j,???? Mehmood J ????,""1,427"",3.6M,343.77M,""Pakistan,2019-04-22"""
"https://www.tiktok.com/@adil_raajput,Adil Raajput,""1,926"",3.6M,494.34M,""Pakistan,2018-11-09"""
"https://www.tiktok.com/@sofiakaif,Sofia Kaif,""1,015"",3.5M,221.82M,""Pakistan,2018-05-18"""
"https://www.tiktok.com/@marvich95,Marvi ❤️,""3,352"",3.5M,362.1M,""Pakistan,2019-03-06"""
"https://www.tiktok.com/@mischahatofficial,Mis Chahat Baloch,""2,325"",3.3M,235.46M,""Pakistan,2018-09-12"""
"https://www.tiktok.com/@basitrind5,Abdul Basit,897,3.3M,182.74M,""Pakistan,2018-11-21"""
"https://www.tiktok.com/@umairchaudhry3,Umair Chaudhry,""2,141"",3.2M,296.52M,""Pakistan,2019-03-29"""
"https://www.tiktok.com/@akhroot,Haris Khan,974,3.1M,400.6M,""Pakistan,2018-03-23"""
"https://www.tiktok.com/@ushab_rajpoot,????,500,3.1M,101.38M,""Pakistan,2018-12-11"""
"https://www.tiktok.com/@hafsa._.khan1,Hafsa Khan ❤️,""1,451"",3.1M,77.91M,""Pakistan,2017-09-16"""
"https://www.tiktok.com/@wardamalik94,Warda Malik,""1,113"",3.1M,142.14M,""Pakistan,2019-05-19"""
"https://www.tiktok.com/@mishalhearts,MISHAL HEARTS (مشعل بٹ),761,3M,345.24M,""Pakistan,2018-07-07"""
"https://www.tiktok.com/@irfanmuhammad480,محمّد عرفان,814,3M,53.23M,""Pakistan,2019-07-13"""
"https://www.tiktok.com/@alifaisaljutt,Ali Faisal Jutt,""2,281"",2.9M,488.23M,""Pakistan,2018-12-09"""
"https://www.tiktok.com/@shaizraj,Shaiz Raj,""1,130"",2.8M,226.76M,""Pakistan,2019-01-27"""
"https://www.tiktok.com/@rubiali110,Rubi Ali,922,2.8M,226.28M,""Pakistan,2018-08-09"""
"https://www.tiktok.com/@muhammad_fahad_27,muhammad_fahad_27,""2,356"",2.8M,157.23M,""Pakistan,2018-09-24"""
"https://www.tiktok.com/@kainat_faisal,kainat Faisal,833,2.7M,112.15M,""Pakistan,2019-03-09"""
"https://www.tiktok.com/@meerjangikhanrais,Meer,815,2.7M,250.55M,""Pakistan,2018-07-01"""
"https://www.tiktok.com/@chabrarahmad,Ch AbrAr AhmAd,""2,210"",2.6M,338.63M,""Pakistan,2019-05-24"""
"https://www.tiktok.com/@qamardin25,Qamar Din,""1,607"",2.6M,795.99M,""Pakistan,2019-06-26"""
"https://www.tiktok.com/@mjahsan20,Muhammad Ahsan Shafqat,""1,406"",2.6M,94.37M,""Pakistan,2017-06-08"""
"https://www.tiktok.com/@najibafaiz,Najiba Faiz,734,2.6M,185.85M,""Pakistan,2018-05-09"""
"https://www.tiktok.com/@aqeel1khan556,A K,""1,317"",2.6M,725.19M,""Pakistan,2019-06-22"""
"https://www.tiktok.com/@salt_to_taste,Salt to taste,917,2.5M,172.94M,""Pakistan,2019-02-02"""
"https://www.tiktok.com/@wajidali703,Wajid ali Rajpoot,""1,857"",2.5M,490.92M,""Pakistan,2018-07-11"""
"https://www.tiktok.com/@rabiakhan806,rabia Khan,""3,825"",2.5M,120.31M,""Pakistan,2019-10-29"""
"https://www.tiktok.com/@jalaluddin6,Jalal Uddin,""2,113"",2.4M,292.81M,""Pakistan,2018-07-27"""
"https://www.tiktok.com/@mian_sunnyy,mian_sunnyy,""1,339"",2.4M,435.23M,""Pakistan,2017-12-25"""
"https://www.tiktok.com/@maazsafder,Maaz Safder,""2,267"",2.4M,235.64M,""Pakistan,2017-12-22"""
"https://www.tiktok.com/@saifkhan45,Saif Khan,694,2.4M,176.97M,""Pakistan,2018-09-17"""
"https://www.tiktok.com/@gulpanra888,Gul Panra,124,2.4M,165.49M,""Pakistan,2019-07-22"""
"https://www.tiktok.com/@mehreenkhokhar1,Momeeeh,""3,666"",2.4M,134.01M,""Pakistan,2018-09-01"""
"https://www.tiktok.com/@ali_khanking,Ali Khan ????,551,2.3M,110.23M,""Pakistan,2019-01-13"""
"https://www.tiktok.com/@siddiquiboss,Aman Ullah Siddiqui,""1,686"",2.3M,331.59M,""Pakistan,2018-08-07"""
"https://www.tiktok.com/@arashayousafzai,Arasha Yousafzai,590,2.2M,17.76M,""Pakistan,2019-06-15"""
"https://www.tiktok.com/@sharjeel_awish01,Sharjeel awish,""1,990"",2.2M,287.79M,""Pakistan,2019-06-28"""
"https://www.tiktok.com/@laraiblk,Laraib Khalid,""1,437"",2.2M,143.87M,""Pakistan,2019-04-26"""
"https://www.tiktok.com/@mr_aadi__05,Allauddin Noor M,""1,352"",2.2M,604.01M,""Pakistan,2018-10-03"""
"https://www.tiktok.com/@asadmaseed,asad khan,887,2.1M,203.39M,""Pakistan,2019-07-03"""
"https://www.tiktok.com/@adi.sherazi,Syed adi Sherazi,""2,163"",2.1M,275.44M,""Pakistan,2019-09-03"""
"https://www.tiktok.com/@haroonrajofficial,Haroon Raj,""1,038"",2.1M,169.81M,""Pakistan,2019-08-28"""
"https://www.tiktok.com/@lalagee786,lalagee786,""3,767"",2M,802.34M,""Pakistan,2019-04-01"""
"https://www.tiktok.com/@dimple_boys,dimpleboys,""2,500"",2M,270.46M,""Pakistan,2019-06-04"""
"https://www.tiktok.com/@nimi_ansari,nimra Ansari,""1,048"",2M,173.1M,""Pakistan,2018-12-10"""
"https://www.tiktok.com/@sherryhearts,SHERRY HEARTS (شیری بٹ),""1,126"",2M,207.44M,""Pakistan,2018-07-08"""
"https://www.tiktok.com/@mahirani_official,""""""Mahi"""" ????"",""1,103"",1.9M,148.67M,""Pakistan,2018-04-23"""
"https://www.tiktok.com/@nayyab_kiani1,Nayyab Kiani,837,1.9M,15.13M,""Pakistan,2017-12-23"""
"https://www.tiktok.com/@musahussain5,Musa Hussain,997,1.9M,263.81M,""Pakistan,2019-04-26"""
"https://www.tiktok.com/@sanabutt660,Sanabutt660,459,1.9M,87.65M,""Pakistan,2018-10-01"""
"https://www.tiktok.com/@nabeelkhokhar66,nabeelkhokhar66 ????,""1,743"",1.9M,240.35M,""Pakistan,2018-04-27"""
"https://www.tiktok.com/@real_umerkaraxhii,Real_@Umer KaraxHii,755,1.9M,121.78M,""Pakistan,2017-10-02"""
"https://www.tiktok.com/@m.momin_mughal44,m.momin_mughal44,""1,481"",1.9M,77.23M,""Pakistan,2019-09-13"""
"https://www.tiktok.com/@_laibiii_,laibii,""1,625"",1.9M,233.91M,""Pakistan,2018-08-26"""
"https://www.tiktok.com/@skpvibes,Waheed Skpvibes,""1,610"",1.9M,22.03M,""Pakistan,2020-01-17"""
"https://www.tiktok.com/@durdanaeimaan,Dolphin????,""2,006"",1.9M,207.57M,""Pakistan,2018-06-20"""
"https://www.tiktok.com/@reallifesuperheroes1,RealLifeSuperHeroes,""4,139"",1.9M,162.13M,""Pakistan,2019-08-18"""
"https://www.tiktok.com/@shaheer._.khan1,Shaheer khan,962,1.9M,199.35M,""Pakistan,2019-06-26"""
"https://www.tiktok.com/@juttbahadr,Jutt bahader,886,1.9M,342.6M,""Pakistan,2018-12-14"""
"https://www.tiktok.com/@schixarana,SchiXa Rana,""1,140"",1.9M,138.64M,""Pakistan,2019-02-02"""
"https://www.tiktok.com/@saqibsagheerkhan,Saqib sagheerkhan,""1,436"",1.8M,96.34M,""Pakistan,2019-07-30"""
"https://www.tiktok.com/@bilaljani5,Chento????,""2,784"",1.8M,543.57M,""Pakistan,2018-08-05"""
"https://www.tiktok.com/@hammadmalik74,hammadmalik74,""1,745"",1.8M,266.38M,""Pakistan,2018-11-06"""
"https://www.tiktok.com/@laibakhanofficial,laiba khan,184,1.8M,59.98M,""Pakistan,2018-12-06"""
"https://www.tiktok.com/@zehraqureshi00,Zehra,""1,885"",1.8M,138.63M,""Pakistan,2019-08-14"""
"https://www.tiktok.com/@sallubhai223,Salahuddin Khan,""2,885"",1.8M,136.19M,""Pakistan,2019-06-29"""
